,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w,information
1,Action_YCGJFKBO,Grasping,1600372409.4443321,1600372410.3574438,0.913111925125122,True,,Action_DVUTLCWP,,,,,,,,,1,Action_YCGJFKBO,0.3789154688517253,-0.9826107660929362,3.814697266402156e-09,0.0,0.0,-0.2754324972629547,0.9613204002380372,Closing: IAI-FRIDGE-DOOR
9,Action_RNYCFSEP,Grasping,1600372262.1421866,1600372263.0542643,0.9120776653289796,True,,Action_LVGOBEKU,,,,,,,,,9,Action_RNYCFSEP,0.5999998728434245,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.4301865696907044,0.9027400016784668,Opening: IAI-FRIDGE-DOOR
11,Action_XJCVLGIO,Grasping,1600372263.3157804,1600372263.5339396,0.21815896034240725,True,,Action_LVGOBEKU,,,,, :RIGHT,,,,11,Action_XJCVLGIO,0.5999998728434245,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.4301865696907044,0.9027400016784668,Opening: IAI-FRIDGE-DOOR
2,Action_GCMKITFU,Grasping,1600348952.2721715,1600348953.1504817,0.878309965133667,True,,Action_TRWQNCGO,,,,,,,,,2,Action_GCMKITFU,0.4800000190734863,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.3927323222160339,0.919652819633484,Opening: IAI-FRIDGE-DOOR
4,Action_UNPDILWT,Grasping,1600348953.3819952,1600348953.6196232,0.2376279830932617,True,,Action_TRWQNCGO,,,,, :RIGHT,,,,4,Action_UNPDILWT,0.4800000190734863,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.3927323222160339,0.919652819633484,Opening: IAI-FRIDGE-DOOR
1,Action_KOESDLJY,Grasping,1600369563.7820199,1600369563.9231696,0.14114952087402344,True,,Action_IXRDNQEO,,,,, :RIGHT,,,,1,Action_KOESDLJY,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
3,Action_ECBZFLPO,Grasping,1600369562.5617833,1600369563.5254319,0.963648557662964,True,,Action_IXRDNQEO,,,,,,,,,3,Action_ECBZFLPO,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
0,Action_NDJEZMXT,Grasping,1600331917.0916054,1600331918.2627017,1.1710963249206543,True,,Action_DJHBEWST,,,,,,,,,0,Action_NDJEZMXT,0.3332201639811198,-0.5830539703369141,3.814697266402156e-09,0.0,0.0,-0.24007178843021396,0.9707551598548888,Opening: IAI-FRIDGE-DOOR
4,Action_TQNYSGFV,Grasping,1600332037.2174294,1600332038.2415037,1.0240745544433594,True,,Action_MZYXPLBD,,,,,,,,,4,Action_TQNYSGFV,0.31999969482421875,-0.9600000381469728,3.814697266402156e-09,0.0,0.0,-0.1718272864818573,0.985127091407776,Closing: IAI-FRIDGE-DOOR
5,Action_DWPOZQKI,Grasping,1600331918.6262608,1600331918.838118,0.21185731887817386,True,,Action_DJHBEWST,,,,, :RIGHT,,,,5,Action_DWPOZQKI,0.3332201639811198,-0.5830539703369141,3.814697266402156e-09,0.0,0.0,-0.24007178843021396,0.9707551598548888,Opening: IAI-FRIDGE-DOOR
3,Action_BEZUCIHK,Grasping,1600363711.2513335,1600363712.0939453,0.8426117897033691,True,,Action_QWXCPHUS,,,,,,,,,3,Action_BEZUCIHK,0.31999969482421875,-1.0399999618530271,3.814697266402156e-09,0.0,0.0,-0.13384170830249786,0.9910027384757996,Closing: IAI-FRIDGE-DOOR
6,Action_LCZJSFOI,Grasping,1600363551.529421,1600363551.7088602,0.17943906784057614,True,,Action_PLGQZFDT,,,,, :RIGHT,,,,6,Action_LCZJSFOI,0.3565651257832845,-0.7499348958333333,3.814697266402156e-09,0.0,0.0,-0.1286787986755371,0.9916863441467284,Opening: IAI-FRIDGE-DOOR
8,Action_PUWTKEVN,Grasping,1600363550.3287694,1600363551.2896185,0.9608490467071532,True,,Action_PLGQZFDT,,,,,,,,,8,Action_PUWTKEVN,0.3565651257832845,-0.7499348958333333,3.814697266402156e-09,0.0,0.0,-0.1286787986755371,0.9916863441467284,Opening: IAI-FRIDGE-DOOR
